"fieldId","btId","type","name","nameLabel","descriptionLabel","parentNodeId","maxLength","privacyCode","xpathAbsolute","businessEntityId"
"BT-771-Lot","BT-771","code","Late Tenderer Information","Tenderer-related information that can be supplemented after the submission deadline","Whether tenderer-related information can be supplemented even after the submission deadline.","ND-LateTendererInformation","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:TendererQualificationRequest[not(cbc:CompanyLegalFormCode)][not(cac:SpecificTendererRequirement/cbc:TendererRequirementTypeCode[@listName='reserved-procurement'])][not(cac:SpecificTendererRequirement/cbc:TendererRequirementTypeCode[@listName='selection-criteria-source'])]/cac:SpecificTendererRequirement[cbc:TendererRequirementTypeCode/@listName='missing-info-submission']/cbc:TendererRequirementTypeCode","lot"
"BT-771-Lot-List","BT-771","text","Late Tenderer Information Listname","Tenderer-related information that can be supplemented after the submission deadline","Whether tenderer-related information can be supplemented even after the submission deadline.","ND-LateTendererInformation","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:TendererQualificationRequest[not(cbc:CompanyLegalFormCode)][not(cac:SpecificTendererRequirement/cbc:TendererRequirementTypeCode[@listName='reserved-procurement'])][not(cac:SpecificTendererRequirement/cbc:TendererRequirementTypeCode[@listName='selection-criteria-source'])]/cac:SpecificTendererRequirement[cbc:TendererRequirementTypeCode/@listName='missing-info-submission']/cbc:TendererRequirementTypeCode/@listName","lot"
"BT-772-Lot","BT-772","text-multilingual","Late Tenderer Information Description","Additional information","Description of the tenderer-related information that can be supplemented even after the submission deadline.","ND-LateTendererInformation","6000","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:TendererQualificationRequest[not(cbc:CompanyLegalFormCode)][not(cac:SpecificTendererRequirement/cbc:TendererRequirementTypeCode[@listName='reserved-procurement'])][not(cac:SpecificTendererRequirement/cbc:TendererRequirementTypeCode[@listName='selection-criteria-source'])]/cac:SpecificTendererRequirement[cbc:TendererRequirementTypeCode/@listName='missing-info-submission']/cbc:Description","lot"
"BT-772-Lot-Language","BT-772","code","Late Tenderer Information Description Language","Additional information","Description of the tenderer-related information that can be supplemented even after the submission deadline.","ND-LateTendererInformation","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:TendererQualificationRequest[not(cbc:CompanyLegalFormCode)][not(cac:SpecificTendererRequirement/cbc:TendererRequirementTypeCode[@listName='reserved-procurement'])][not(cac:SpecificTendererRequirement/cbc:TendererRequirementTypeCode[@listName='selection-criteria-source'])]/cac:SpecificTendererRequirement[cbc:TendererRequirementTypeCode/@listName='missing-info-submission']/cbc:Description/@languageID","lot"
"BT-773-Tender","BT-773","code","Subcontracting","Subcontracting","Whether at least a part of the contract will be subcontracted.","ND-SubcontractedContract","NULL","sub-con","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotTender/efac:SubcontractingTerm[efbc:TermCode/@listName='applicability']/efbc:TermCode","tender"
"BT-773-Tender-List","BT-773","text","Subcontracting Listname","Subcontracting","Whether at least a part of the contract will be subcontracted.","ND-SubcontractedContract","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotTender/efac:SubcontractingTerm[efbc:TermCode/@listName='applicability']/efbc:TermCode/@listName","tender"
"BT-774-Lot","BT-774","code","Green Procurement","Approach to reducing environmental impacts","A process to procure goods, services and works with reduced environmental impact throughout their life cycle.","ND-LotEnvironmentalImpactType","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:ProcurementProject/cac:ProcurementAdditionalType[cbc:ProcurementTypeCode/@listName='environmental-impact']/cbc:ProcurementTypeCode","lot"
"BT-774-Lot-List","BT-774","text","Green Procurement Listname","Approach to reducing environmental impacts","A process to procure goods, services and works with reduced environmental impact throughout their life cycle.","ND-LotEnvironmentalImpactType","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:ProcurementProject/cac:ProcurementAdditionalType[cbc:ProcurementTypeCode/@listName='environmental-impact']/cbc:ProcurementTypeCode/@listName","lot"
"BT-775-Lot","BT-775","code","Social Procurement","Social objective promoted","A social objective promoted by the works, supplies or services (e.g. fair working conditions).","ND-LotSocialObjectiveType","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:ProcurementProject/cac:ProcurementAdditionalType[cbc:ProcurementTypeCode/@listName='social-objective']/cbc:ProcurementTypeCode","lot"
"BT-775-Lot-List","BT-775","text","Social Procurement Listname","Social objective promoted","A social objective promoted by the works, supplies or services (e.g. fair working conditions).","ND-LotSocialObjectiveType","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:ProcurementProject/cac:ProcurementAdditionalType[cbc:ProcurementTypeCode/@listName='social-objective']/cbc:ProcurementTypeCode/@listName","lot"
"BT-776-Lot","BT-776","code","Procurement of Innovation","Innovative objective","An indication that the object of the procurement is the R&D (i.e. research, development, testing) and / or the purchase of innovative solutions (i.e. innovative works, supplies or services).","ND-LotInnovativeAcquisitionType","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:ProcurementProject/cac:ProcurementAdditionalType[cbc:ProcurementTypeCode/@listName='innovative-acquisition']/cbc:ProcurementTypeCode","lot"
"BT-776-Lot-List","BT-776","text","Procurement of Innovation Listname","Innovative objective","An indication that the object of the procurement is the R&D (i.e. research, development, testing) and / or the purchase of innovative solutions (i.e. innovative works, supplies or services).","ND-LotInnovativeAcquisitionType","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:ProcurementProject/cac:ProcurementAdditionalType[cbc:ProcurementTypeCode/@listName='innovative-acquisition']/cbc:ProcurementTypeCode/@listName","lot"
"BT-777-Lot","BT-777","text-multilingual","Strategic Procurement Description","Description","Description of how the procurement procedure is aiming at reducing the environmental impacts of the procurement, fulfilling social objectives and/or buying an innovative work, supply or service.","ND-StrategicProcurementType","6000","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:ProcurementProject/cac:ProcurementAdditionalType[cbc:ProcurementTypeCode/@listName='strategic-procurement']/cbc:ProcurementType","lot"
"BT-777-Lot-Language","BT-777","code","Strategic Procurement Description Language","Description","Description of how the procurement procedure is aiming at reducing the environmental impacts of the procurement, fulfilling social objectives and/or buying an innovative work, supply or service.","ND-StrategicProcurementType","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:ProcurementProject/cac:ProcurementAdditionalType[cbc:ProcurementTypeCode/@listName='strategic-procurement']/cbc:ProcurementType/@languageID","lot"
"BT-779-Tender","BT-779","amount","Tender Payment Value","Tender payment value","The value of all payments executed for the tender or another result, including options and renewals.","ND-TenderAggregatedAmounts","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotTender/efac:AggregatedAmounts/cbc:PaidAmount","tender"
"BT-779-Tender-Currency","BT-779","code","Tender Payment Value Currency","Tender payment value","NULL","ND-TenderAggregatedAmounts","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotTender/efac:AggregatedAmounts/cbc:PaidAmount/@currencyID","tender"
"BT-780-Tender","BT-780","text-multilingual","Tender Payment Value Additional Information","Tender payment value additional information","Additional information about the value of all payments executed for the tender or another result, including options and renewals (e.g. justification for the actual value being different from the value given in the initial contract).","ND-TenderAggregatedAmounts","6000","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotTender/efac:AggregatedAmounts/efbc:PaidAmountDescription","tender"
"BT-780-Tender-Language","BT-780","code","Tender Payment Value Additional Information Language","Tender payment value additional information","NULL","ND-TenderAggregatedAmounts","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotTender/efac:AggregatedAmounts/efbc:PaidAmountDescription/@languageID","tender"
"BT-781-Lot","BT-781","text-multilingual","Duration Additional Information","Duration additional information","Any additional information about the duration of the contract.","ND-LotDuration","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:ProcurementProject/cac:PlannedPeriod/cbc:Description","lot"
"BT-781-Lot-Language","BT-781","code","Duration Additional Information Language","Duration additional information","NULL","ND-LotDuration","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:ProcurementProject/cac:PlannedPeriod/cbc:Description/@languageID","lot"
"BT-782-Tender","BT-782","amount","Tender Penalties","Tender penalties","The value of all penalties paid by the winner as a result of late or insufficient implementation of the tender or another result.","ND-TenderAggregatedAmounts","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotTender/efac:AggregatedAmounts/efbc:PenaltiesAmount","tender"
"BT-782-Tender-Currency","BT-782","code","Tender Penalties Currency","Tender penalties","NULL","ND-TenderAggregatedAmounts","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotTender/efac:AggregatedAmounts/efbc:PenaltiesAmount/@currencyID","tender"
"BT-783-Review","BT-783","code","Review Request or Decision","Review request or decision","Whether the information concerns a review request or a review decision.","ND-ReviewStatus","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:Appeals/efac:AppealInformation/efbc:AppealStageCode","reviewInformation"
"BT-783-Review-List","BT-783","text","Review Request or Decision Listname","Review request or decision","Whether the information concerns a review request or a review decision.","ND-ReviewStatus","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:Appeals/efac:AppealInformation/efbc:AppealStageCode/@listName","reviewInformation"
"BT-784-Review","BT-784","id","Review Identifier","Review identifier","An identifier of a review request or a review decision. When appealed to a higher review body instance, a review requests must receive a new identifier.","ND-ReviewStatus","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:Appeals/efac:AppealInformation/efbc:AppealID","reviewInformation"
"BT-785-Review","BT-785","id","Review Previous Identifier","Review previous identifier","An identifier of the review request(s) that led to this decision or a review decision that is being appealed by this review request. Review decision which was initiated by the review body (“ex officio”) are not preceded by a review request.","ND-ReviewStatus","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:Appeals/efac:AppealInformation/efbc:PreviousAppealID","reviewInformation"
"BT-786-Review","BT-786","id-ref","Review Notice Section Identifier","Review notice section identifier","An identifier of one or more sections within this notice. The information in the review section refers to this section or these sections.","ND-AppealedItemReference","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:Appeals/efac:AppealInformation/efac:AppealedItem/cbc:ID","reviewInformation"
"BT-787-Review","BT-787","date","Review Date","Review date","The date and time when the review request was submitted or the review decision was taken.","ND-ReviewStatus","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:Appeals/efac:AppealInformation/cbc:Date","reviewInformation"
